EmployeeID,EmployeeName,Gender,Department,SubDepartment,EmployeeType,Location,PrimaryShift,DateOfJoining
EMP0293,Arun Kumar,Male,Wafer,Quality,MAPS,Erode,A,2024-04-04
EMP0294,Senthil Gounder,Male,Biscuit,Production,MAPS,Kavindapadi,A,2025-11-20
EMP0295,Murugan Subramani,Male,Wafer,Quality,Contract,Gobichettipalayam,A,2025-06-20
EMP0296,Rajesh Mani,Male,Maintenance,Electrical,Contract,Nasiyanur,C,2024-10-07
EMP0297,Rajesh Kumar,Male,Biscuit,Packing,Contract,Nasiyanur,C,2024-03-06
EMP0298,Senthil Palanisamy,Male,Wafer,Quality,BIL,Perundurai,C,2024-05-25
EMP0299,Senthil Selvam,Male,Biscuit,Quality,Contract,Nasiyanur,A,2025-08-27
EMP0300,Kavitha Muthu,Female,Maintenance,Utilities,Operator,Perundurai,A,2022-12-15
EMP0301,Revathi Kumar,Female,Wafer,Quality,Operator,Modakurichi,C,2025-04-22
EMP0302,Murugan Kumar,Male,Maintenance,Mechanical,BIL,Nasiyanur,B,2024-02-02
EMP0303,Senthil Ravi,Male,Biscuit,Quality,MAPS,Nasiyanur,C,2023-08-09
EMP0304,Murugan Rajan,Male,Maintenance,Mechanical,Contract,Erode,B,2025-03-20
EMP0305,Murugan Subramani,Male,Wafer,Production,MAPS,Nasiyanur,A,2025-04-13
EMP0306,Vignesh Muthu,Male,Wafer,Quality,Contract,Gobichettipalayam,B,2022-10-03
EMP0307,Dinesh Kumar,Male,Wafer,Quality,Contract,Nasiyanur,B,2023-07-03
EMP0308,Rajesh Kumar,Male,Biscuit,Quality,Contract,Kavindapadi,A,2024-06-28
EMP0309,Priya Vel,Female,Biscuit,Packing,Contract,Erode,C,2025-01-19
EMP0310,Kavitha Palanisamy,Female,Biscuit,Production,Contract,Nasiyanur,C,2024-08-04
EMP0311,Suresh Selvam,Male,Biscuit,Quality,Contract,Gobichettipalayam,B,2023-06-27
EMP0312,Karthik Gounder,Male,Biscuit,Packing,Contract,Bhavani,A,2024-09-16
EMP0313,Suresh Palanisamy,Male,Biscuit,Packing,Contract,Nasiyanur,B,2023-07-22
EMP0314,Kavitha Gounder,Female,Maintenance,Utilities,BIL,Bhavani,C,2025-01-03
EMP0315,Revathi Vel,Female,Maintenance,TF,Contract,Nasiyanur,C,2022-11-05
EMP0316,Murugan Kumar,Male,Biscuit,Quality,Contract,Nasiyanur,A,2023-03-22
EMP0317,Arun Muthu,Male,Maintenance,Electrical,Contract,Perundurai,B,2023-08-05
EMP0318,Saravanan Kumar,Male,Wafer,Production,Contract,Modakurichi,C,2024-04-23
EMP0319,Selvi Selvam,Female,Wafer,Quality,Contract,Chithode,C,2024-08-05
EMP0320,Vignesh Subramani,Male,Wafer,Quality,Contract,Chithode,A,2025-10-27
EMP0321,Murugan Selvam,Male,Wafer,Packing,BIL,Erode,A,2024-04-18
EMP0322,Prakash Muthu,Male,Wafer,Packing,Contract,Kavindapadi,A,2024-02-02
EMP0323,Arun Subramani,Male,Biscuit,Quality,Contract,Erode,A,2022-11-13
EMP0324,Priya Selvam,Female,Biscuit,Quality,Operator,Kodumudi,A,2023-08-24
EMP0325,Nandhini Subramani,Female,Biscuit,Packing,Contract,Villarasampatti,A,2023-06-01
EMP0326,Karthik Kumar,Male,Biscuit,Quality,Contract,Perundurai,C,2025-07-29
EMP0327,Prakash Selvam,Male,Biscuit,Packing,Contract,Nasiyanur,A,2024-07-31
EMP0328,Prakash Gounder,Male,Biscuit,Production,Contract,Erode,A,2023-06-30
EMP0329,Divya Subramani,Female,Wafer,Quality,Contract,Bhavani,B,2025-09-14
EMP0330,Anitha Rajan,Female,Maintenance,Electrical,MAPS,Bhavani,C,2024-12-06
EMP0331,Lakshmi Kumar,Female,Maintenance,Electrical,Contract,Gobichettipalayam,C,2025-06-29
EMP0332,Meena Mani,Female,Wafer,Packing,MAPS,Perundurai,C,2025-01-13
EMP0333,Vignesh Kumar,Male,Biscuit,Packing,Contract,Nasiyanur,A,2025-10-07
EMP0334,Vignesh Subramani,Male,Maintenance,Electrical,Contract,Villarasampatti,A,2024-07-31
EMP0335,Prakash Palanisamy,Male,Biscuit,Quality,BIL,Nasiyanur,B,2024-05-16
EMP0336,Vignesh Kumar,Male,Maintenance,TF,Operator,Bhavani,A,2025-06-19
EMP0337,Murugan Rajan,Male,Wafer,Production,Contract,Modakurichi,B,2022-11-28
EMP0338,Karthik Selvam,Male,Wafer,Production,BIL,Bhavani,A,2025-09-14
EMP0339,Suresh Selvam,Male,Wafer,Packing,Operator,Kavindapadi,A,2025-02-03
EMP0340,Karthik Gounder,Male,Wafer,Quality,Contract,Erode,C,2025-08-03
EMP0341,Anitha Muthu,Female,Maintenance,Electrical,Operator,Perundurai,B,2023-01-16
EMP0342,Kavitha Gounder,Female,Maintenance,Electrical,Contract,Nasiyanur,C,2024-08-02
EMP0343,Murugan Mani,Male,Biscuit,Packing,Contract,Perundurai,C,2025-07-19
EMP0344,Senthil Muthu,Male,Wafer,Production,Operator,Bhavani,B,2023-02-10
EMP0345,Vignesh Gounder,Male,Biscuit,Quality,Contract,Perundurai,B,2024-06-01
EMP0346,Prakash Rajan,Male,Biscuit,Production,Contract,Kodumudi,A,2024-09-04
EMP0347,Senthil Palanisamy,Male,Wafer,Production,BIL,Modakurichi,B,2024-12-17
EMP0348,Revathi Gounder,Female,Wafer,Production,Contract,Gobichettipalayam,B,2022-10-04
EMP0349,Arun Kumar,Male,Wafer,Production,MAPS,Villarasampatti,A,2025-08-30
EMP0350,Anitha Subramani,Female,Wafer,Packing,MAPS,Kavindapadi,B,2023-02-19
EMP0351,Arun Palanisamy,Male,Biscuit,Production,BIL,Nasiyanur,C,2025-11-08
EMP0352,Karthik Gounder,Male,Wafer,Production,Contract,Kavindapadi,C,2023-06-22
EMP0353,Suresh Selvam,Male,Maintenance,Utilities,BIL,Chithode,C,2023-12-23
EMP0354,Suresh Vel,Male,Wafer,Production,Contract,Bhavani,C,2022-11-17
EMP0355,Priya Muthu,Female,Biscuit,Quality,Contract,Villarasampatti,B,2024-02-16
EMP0356,Dinesh Vel,Male,Maintenance,TF,Contract,Nasiyanur,A,2025-05-05
EMP0357,Karthik Selvam,Male,Biscuit,Production,Contract,Modakurichi,C,2023-03-22
EMP0358,Arun Ravi,Male,Biscuit,Production,Contract,Modakurichi,A,2025-04-02
EMP0359,Karthik Palanisamy,Male,Biscuit,Quality,Contract,Bhavani,B,2024-12-08
EMP0360,Karthik Selvam,Male,Wafer,Quality,Contract,Villarasampatti,B,2025-09-13
EMP0361,Senthil Kumar,Male,Wafer,Quality,BIL,Perundurai,A,2022-09-30
EMP0362,Geetha Gounder,Female,Biscuit,Production,Contract,Kavindapadi,C,2025-03-03
EMP0363,Rajesh Muthu,Male,Wafer,Quality,Contract,Modakurichi,B,2024-08-20
EMP0364,Kavitha Selvam,Female,Biscuit,Packing,MAPS,Gobichettipalayam,C,2023-09-22
EMP0365,Vignesh Muthu,Male,Biscuit,Packing,Contract,Chithode,B,2023-09-09
EMP0366,Prakash Kumar,Male,Biscuit,Production,MAPS,Kodumudi,B,2025-06-29
EMP0367,Selvi Mani,Female,Biscuit,Packing,Contract,Perundurai,A,2024-12-21
EMP0368,Anitha Gounder,Female,Biscuit,Quality,Contract,Kodumudi,B,2023-07-01
EMP0369,Murugan Kumar,Male,Wafer,Production,Contract,Erode,C,2024-04-21
EMP0370,Karthik Selvam,Male,Wafer,Quality,MAPS,Kavindapadi,B,2023-05-04
EMP0371,Murugan Palanisamy,Male,Biscuit,Quality,Operator,Gobichettipalayam,A,2023-01-04
EMP0372,Saravanan Subramani,Male,Wafer,Packing,Contract,Erode,C,2024-03-25
EMP0373,Vignesh Subramani,Male,Biscuit,Production,MAPS,Perundurai,A,2025-06-06
EMP0374,Selvi Kumar,Female,Biscuit,Quality,BIL,Bhavani,A,2023-04-08
EMP0375,Geetha Palanisamy,Female,Biscuit,Quality,Operator,Kodumudi,C,2025-04-23
EMP0376,Senthil Gounder,Male,Wafer,Quality,Contract,Erode,C,2024-03-11
EMP0377,Vignesh Palanisamy,Male,Biscuit,Packing,BIL,Kodumudi,B,2024-10-24
EMP0378,Nandhini Selvam,Female,Wafer,Quality,BIL,Villarasampatti,A,2023-12-24
EMP0379,Karthik Selvam,Male,Wafer,Quality,BIL,Perundurai,C,2024-08-23
EMP0380,Murugan Mani,Male,Wafer,Quality,BIL,Kodumudi,A,2024-11-01
EMP0381,Vignesh Mani,Male,Wafer,Packing,Contract,Perundurai,B,2023-05-31
EMP0382,Karthik Subramani,Male,Biscuit,Quality,Contract,Erode,C,2025-08-01
EMP0383,Arun Mani,Male,Biscuit,Quality,MAPS,Perundurai,C,2022-12-17
EMP0384,Nandhini Rajan,Female,Biscuit,Production,Operator,Kavindapadi,B,2024-03-31
EMP0385,Senthil Selvam,Male,Wafer,Quality,Contract,Gobichettipalayam,B,2023-06-12
EMP0386,Selvi Mani,Female,Biscuit,Production,Operator,Modakurichi,A,2024-03-19
EMP0387,Vignesh Muthu,Male,Biscuit,Quality,Contract,Erode,A,2024-11-26
EMP0388,Vignesh Subramani,Male,Biscuit,Packing,Contract,Erode,B,2024-02-12
EMP0389,Rajesh Vel,Male,Maintenance,Electrical,Operator,Kavindapadi,A,2022-11-19
EMP0390,Vignesh Vel,Male,Wafer,Packing,BIL,Perundurai,A,2022-11-07
EMP0391,Karthik Ravi,Male,Biscuit,Production,Contract,Villarasampatti,A,2025-12-02
EMP0392,Dinesh Rajan,Male,Biscuit,Packing,Contract,Modakurichi,B,2025-05-14
EMP0393,Saravanan Selvam,Male,Wafer,Production,BIL,Modakurichi,B,2024-11-16
EMP0394,Priya Selvam,Female,Biscuit,Production,Contract,Perundurai,C,2023-12-10
EMP0395,Kavitha Ravi,Female,Wafer,Quality,Contract,Perundurai,B,2023-08-05
EMP0396,Meena Gounder,Female,Maintenance,Utilities,BIL,Bhavani,B,2023-04-09
EMP0397,Karthik Vel,Male,Wafer,Quality,Contract,Modakurichi,C,2024-09-13
EMP0398,Meena Ravi,Female,Biscuit,Production,Contract,Nasiyanur,C,2024-11-06
EMP0399,Suresh Muthu,Male,Biscuit,Quality,MAPS,Gobichettipalayam,C,2023-02-26
EMP0400,Karthik Muthu,Male,Maintenance,Utilities,Contract,Modakurichi,B,2022-11-15
EMP0401,Vignesh Vel,Male,Biscuit,Quality,Contract,Erode,C,2024-06-09
EMP0402,Senthil Kumar,Male,Wafer,Packing,MAPS,Bhavani,B,2024-05-04
EMP0403,Meena Selvam,Female,Biscuit,Production,MAPS,Bhavani,A,2022-12-28
EMP0404,Selvi Gounder,Female,Maintenance,Utilities,Operator,Kodumudi,A,2024-07-26
EMP0405,Prakash Gounder,Male,Biscuit,Quality,Contract,Villarasampatti,A,2023-04-02
EMP0406,Vignesh Rajan,Male,Wafer,Packing,Contract,Erode,A,2023-04-14
EMP0407,Rajesh Ravi,Male,Wafer,Quality,MAPS,Chithode,B,2023-04-07
EMP0408,Geetha Kumar,Female,Wafer,Packing,MAPS,Modakurichi,A,2024-07-28
EMP0409,Divya Ravi,Female,Biscuit,Quality,Contract,Villarasampatti,C,2024-03-13
EMP0410,Karthik Vel,Male,Maintenance,Electrical,Contract,Erode,A,2024-05-06
EMP0411,Divya Mani,Female,Biscuit,Quality,Contract,Kodumudi,B,2024-02-08
EMP0412,Dinesh Gounder,Male,Biscuit,Packing,Contract,Nasiyanur,C,2023-04-20
EMP0413,Meena Gounder,Female,Wafer,Packing,Contract,Kodumudi,C,2023-10-16
EMP0414,Priya Ravi,Female,Biscuit,Quality,Contract,Villarasampatti,A,2022-11-18
EMP0415,Arun Mani,Male,Maintenance,Electrical,Contract,Bhavani,C,2024-03-07
EMP0416,Arun Mani,Male,Maintenance,Mechanical,Contract,Nasiyanur,C,2023-04-26
EMP0417,Meena Muthu,Female,Maintenance,Electrical,Contract,Gobichettipalayam,A,2023-05-09
EMP0418,Saravanan Mani,Male,Biscuit,Production,MAPS,Erode,A,2024-04-22
EMP0419,Lakshmi Kumar,Female,Wafer,Packing,MAPS,Chithode,B,2023-10-13
EMP0420,Dinesh Mani,Male,Wafer,Quality,Contract,Nasiyanur,B,2023-01-22
EMP0421,Rajesh Selvam,Male,Wafer,Production,Contract,Nasiyanur,B,2023-05-11
EMP0422,Karthik Kumar,Male,Wafer,Packing,Contract,Kavindapadi,B,2025-05-12
EMP0423,Geetha Gounder,Female,Wafer,Production,Contract,Villarasampatti,A,2022-09-30
EMP0424,Arun Palanisamy,Male,Wafer,Quality,Contract,Kavindapadi,B,2023-05-14
EMP0425,Revathi Vel,Female,Wafer,Packing,BIL,Modakurichi,B,2023-12-15
EMP0426,Karthik Palanisamy,Male,Biscuit,Quality,Contract,Gobichettipalayam,A,2023-03-24
EMP0427,Priya Rajan,Female,Wafer,Production,Contract,Bhavani,C,2023-12-28
EMP0428,Prakash Rajan,Male,Wafer,Production,Contract,Erode,C,2025-08-04
EMP0429,Suresh Gounder,Male,Biscuit,Quality,BIL,Villarasampatti,C,2024-01-25
EMP0430,Saravanan Ravi,Male,Wafer,Production,BIL,Modakurichi,C,2023-03-17
EMP0431,Murugan Vel,Male,Biscuit,Packing,MAPS,Modakurichi,C,2025-11-21
EMP0432,Dinesh Vel,Male,Wafer,Production,Contract,Chithode,B,2023-07-30
EMP0433,Saravanan Rajan,Male,Biscuit,Production,BIL,Perundurai,C,2024-06-30
EMP0434,Arun Ravi,Male,Biscuit,Packing,Contract,Modakurichi,C,2024-12-30
EMP0435,Nandhini Kumar,Female,Maintenance,TF,BIL,Nasiyanur,C,2025-02-18
EMP0436,Priya Rajan,Female,Wafer,Production,Contract,Nasiyanur,A,2023-04-10
EMP0437,Divya Vel,Female,Wafer,Packing,Contract,Perundurai,A,2025-04-24
EMP0438,Rajesh Ravi,Male,Biscuit,Production,Contract,Kodumudi,C,2025-03-05
EMP0439,Arun Ravi,Male,Biscuit,Packing,Contract,Bhavani,B,2024-08-07
EMP0440,Divya Muthu,Female,Maintenance,Mechanical,Contract,Bhavani,A,2024-06-14
EMP0441,Senthil Palanisamy,Male,Biscuit,Packing,Contract,Erode,A,2023-03-22
EMP0442,Dinesh Selvam,Male,Maintenance,Utilities,BIL,Nasiyanur,A,2025-11-09
EMP0443,Saravanan Rajan,Male,Biscuit,Production,Contract,Villarasampatti,A,2024-03-14
EMP0444,Arun Gounder,Male,Biscuit,Packing,Contract,Villarasampatti,A,2025-03-18
EMP0445,Dinesh Subramani,Male,Biscuit,Quality,Contract,Modakurichi,A,2024-02-04
EMP0446,Senthil Ravi,Male,Maintenance,Utilities,Operator,Erode,C,2023-12-04
EMP0447,Karthik Gounder,Male,Maintenance,Electrical,Operator,Nasiyanur,A,2023-10-14
EMP0448,Nandhini Muthu,Female,Biscuit,Quality,BIL,Gobichettipalayam,C,2025-06-11
EMP0449,Karthik Vel,Male,Biscuit,Production,Contract,Kavindapadi,A,2023-02-09
EMP0450,Meena Palanisamy,Female,Maintenance,Utilities,Contract,Gobichettipalayam,B,2025-09-23
EMP0451,Suresh Vel,Male,Wafer,Packing,BIL,Kodumudi,B,2024-01-26
EMP0452,Suresh Subramani,Male,Maintenance,Mechanical,Contract,Chithode,C,2025-08-24
EMP0453,Senthil Kumar,Male,Maintenance,TF,MAPS,Erode,A,2023-10-17
EMP0454,Suresh Palanisamy,Male,Biscuit,Quality,Operator,Kavindapadi,C,2025-06-06
EMP0455,Kavitha Rajan,Female,Maintenance,TF,Contract,Erode,B,2024-03-28
EMP0456,Arun Rajan,Male,Maintenance,TF,Operator,Perundurai,C,2024-01-09
EMP0457,Saravanan Palanisamy,Male,Biscuit,Quality,BIL,Erode,A,2025-02-07
EMP0458,Lakshmi Selvam,Female,Biscuit,Quality,Contract,Bhavani,A,2023-10-29
EMP0459,Priya Ravi,Female,Maintenance,Utilities,Contract,Perundurai,B,2023-08-15
EMP0460,Senthil Muthu,Male,Biscuit,Production,Contract,Erode,A,2023-12-19
EMP0461,Selvi Mani,Female,Biscuit,Quality,BIL,Nasiyanur,B,2023-04-12
EMP0462,Senthil Ravi,Male,Maintenance,Utilities,MAPS,Kodumudi,B,2025-02-19
EMP0463,Meena Kumar,Female,Wafer,Packing,Contract,Perundurai,B,2023-06-29
EMP0464,Rajesh Muthu,Male,Maintenance,TF,BIL,Chithode,C,2023-08-25
EMP0465,Priya Kumar,Female,Biscuit,Packing,Contract,Bhavani,A,2024-01-09
EMP0466,Dinesh Muthu,Male,Biscuit,Production,Contract,Kavindapadi,A,2023-12-28
EMP0467,Dinesh Ravi,Male,Biscuit,Packing,Contract,Modakurichi,A,2025-07-05
EMP0468,Rajesh Gounder,Male,Biscuit,Production,BIL,Nasiyanur,A,2022-12-16
EMP0469,Lakshmi Muthu,Female,Wafer,Production,Contract,Gobichettipalayam,C,2023-09-27
EMP0470,Saravanan Muthu,Male,Maintenance,Utilities,BIL,Bhavani,B,2023-12-14
EMP0471,Dinesh Vel,Male,Biscuit,Quality,Contract,Kodumudi,A,2023-05-08
EMP0472,Dinesh Gounder,Male,Maintenance,Electrical,Contract,Nasiyanur,B,2025-05-03
EMP0473,Meena Muthu,Female,Biscuit,Packing,MAPS,Gobichettipalayam,C,2025-08-11
EMP0474,Geetha Kumar,Female,Biscuit,Packing,BIL,Erode,A,2025-03-18
EMP0475,Suresh Vel,Male,Wafer,Quality,Contract,Erode,C,2024-06-07
EMP0476,Dinesh Gounder,Male,Maintenance,TF,Operator,Kavindapadi,B,2022-10-30
EMP0477,Saravanan Kumar,Male,Biscuit,Production,Contract,Erode,B,2022-11-30
EMP0478,Saravanan Ravi,Male,Maintenance,TF,BIL,Gobichettipalayam,B,2024-11-09
EMP0479,Dinesh Rajan,Male,Maintenance,Electrical,Contract,Gobichettipalayam,A,2024-01-05
EMP0480,Senthil Rajan,Male,Wafer,Production,BIL,Erode,C,2025-01-17
EMP0481,Saravanan Gounder,Male,Biscuit,Quality,Contract,Erode,B,2025-01-14
EMP0482,Murugan Ravi,Male,Wafer,Quality,Contract,Kavindapadi,B,2025-08-09
EMP0483,Suresh Ravi,Male,Wafer,Packing,Contract,Bhavani,C,2025-10-18
EMP0484,Prakash Muthu,Male,Biscuit,Quality,Contract,Bhavani,B,2023-11-15
EMP0485,Meena Ravi,Female,Maintenance,Electrical,Contract,Kodumudi,A,2024-12-15
EMP0486,Prakash Muthu,Male,Biscuit,Production,Contract,Perundurai,C,2022-12-26
EMP0487,Rajesh Subramani,Male,Maintenance,TF,BIL,Kodumudi,A,2025-09-18
EMP0488,Senthil Palanisamy,Male,Biscuit,Production,BIL,Modakurichi,B,2023-10-08
EMP0489,Revathi Subramani,Female,Wafer,Packing,MAPS,Nasiyanur,A,2023-09-07
EMP0490,Arun Ravi,Male,Maintenance,Electrical,Contract,Erode,A,2025-09-26
EMP0491,Saravanan Ravi,Male,Maintenance,Utilities,Contract,Erode,A,2023-12-22
EMP0492,Arun Selvam,Male,Wafer,Packing,Contract,Villarasampatti,B,2025-08-14
EMP0493,Murugan Subramani,Male,Wafer,Production,Operator,Gobichettipalayam,C,2024-03-28
EMP0494,Saravanan Selvam,Male,Biscuit,Production,Contract,Perundurai,B,2024-10-17
EMP0495,Selvi Ravi,Female,Wafer,Quality,BIL,Chithode,A,2023-12-18
EMP0496,Arun Mani,Male,Biscuit,Production,MAPS,Bhavani,A,2023-09-10
EMP0497,Rajesh Mani,Male,Wafer,Packing,BIL,Villarasampatti,A,2025-05-20
EMP0498,Dinesh Gounder,Male,Wafer,Production,Contract,Erode,B,2022-11-11
EMP0499,Suresh Gounder,Male,Biscuit,Packing,BIL,Modakurichi,C,2023-05-26
EMP0500,Suresh Selvam,Male,Wafer,Packing,MAPS,Kavindapadi,A,2024-05-28
